location,career_level,experience_level,education_level,employment_type,job_function,company_process_time,company_industry,Salary Level
32,1,1,3,4,41,29,57,1
1,3,2,15,0,22,26,26,1
7,3,3,9,4,41,25,57,2
4,3,1,3,0,26,29,53,1
4,2,3,15,4,34,29,57,1
7,3,2,15,0,22,28,47,1
4,3,2,9,4,4,29,48,1
11,3,1,15,4,41,3,1,1
9,3,1,15,4,0,29,48,1
4,3,2,15,4,10,26,30,1
9,3,4,15,4,7,29,24,2
4,3,2,15,4,10,29,30,1
2,1,1,3,0,3,16,41,1
32,1,1,3,4,41,29,57,1
4,3,2,3,4,41,26,47,1
4,3,2,8,4,12,29,20,2
9,3,3,13,4,22,20,30,2
7,1,1,3,4,22,29,22,2
4,4,5,9,4,28,29,35,2
7,4,1,18,0,37,29,24,1
4,3,3,10,4,54,28,41,1
9,3,3,9,4,24,26,30,1
9,1,1,9,4,9,15,28,2
4,3,2,18,4,34,7,18,1
4,3,1,8,0,53,24,8,1
4,3,1,13,4,56,29,3,0
4,3,5,16,4,12,15,23,1
0,2,3,16,4,33,29,39,2
7,4,2,9,4,18,30,47,2
4,3,1,9,4,40,29,12,0
1,3,1,8,4,56,29,42,1
9,3,2,13,0,41,29,18,2
4,1,1,3,0,30,29,40,0
4,3,1,15,4,13,29,50,2
6,3,1,15,0,36,28,53,0
4,3,1,15,4,39,28,4,2
7,3,2,9,4,3,16,41,2
4,3,2,8,0,12,27,23,1
4,3,1,8,4,37,27,20,1
4,4,3,13,4,38,29,2,1
7,2,3,9,4,41,8,30,2
4,2,3,16,4,0,19,29,1
4,3,1,8,4,34,2,50,1
0,3,1,8,4,42,28,0,1
8,3,1,6,4,37,17,41,1
1,1,1,15,4,41,25,42,1
4,3,3,11,4,22,29,45,2
4,3,2,9,4,10,24,57,1
4,3,2,13,4,41,20,57,0
4,3,2,18,0,56,29,33,0
27,4,2,9,0,37,4,40,1
4,3,1,15,0,7,29,21,0
10,2,1,8,4,34,4,30,2
4,2,5,18,0,59,25,57,1
4,3,2,3,4,15,23,57,1
16,3,5,8,4,41,11,48,0
7,3,1,8,4,12,29,20,1
4,3,2,3,4,41,29,24,1
4,3,1,8,4,56,29,30,0
8,4,4,18,4,63,29,57,2
1,2,2,9,0,57,5,55,1
7,3,2,9,4,12,29,41,2
7,3,1,15,4,12,24,24,2
20,3,5,8,4,12,29,28,2
1,2,3,9,4,63,22,7,2
0,3,3,8,4,12,5,20,2
13,2,15,9,4,61,29,30,2
20,3,1,9,4,39,28,18,1
4,3,6,18,4,34,29,47,2
4,3,3,15,4,22,29,53,1
10,2,3,9,4,42,26,30,2
9,3,1,8,4,41,25,0,1
4,3,1,3,4,14,29,24,1
28,3,1,15,4,38,14,2,1
4,4,2,9,4,12,29,20,2
4,3,3,9,4,3,29,41,2
3,1,1,3,4,9,29,28,1
4,3,3,9,4,39,29,29,1
4,2,5,9,4,37,29,50,2
4,3,1,9,4,3,6,41,1
7,3,1,3,4,41,29,50,2
9,3,3,18,4,7,30,42,2
7,4,2,18,4,9,29,30,2
9,3,2,8,4,41,7,50,1
11,3,1,8,4,41,16,41,1
4,4,3,9,4,7,29,30,1
7,3,1,8,0,19,29,18,1
4,3,1,4,4,56,29,24,0
1,3,1,18,4,12,6,39,2
10,3,1,8,3,34,4,30,1
4,2,10,10,4,57,25,21,2
7,3,3,3,0,41,28,47,1
7,3,3,16,4,59,25,57,2
1,3,1,9,4,54,30,43,2
16,4,5,13,0,65,29,55,2
7,1,1,8,4,56,29,47,1
1,2,5,5,0,28,29,50,2
4,3,2,16,0,40,25,20,1
16,1,1,3,0,9,26,29,1
1,3,1,9,4,37,3,48,2
4,3,1,15,4,0,28,3,0
4,3,3,13,4,41,27,7,1
4,3,1,8,4,41,24,29,1
4,3,3,18,4,12,24,23,2
7,4,2,9,4,0,29,21,2
4,3,3,15,4,22,28,24,0
7,4,3,15,4,28,29,24,2
7,3,2,9,4,22,29,30,2
7,4,3,9,4,57,26,50,2
33,4,5,9,4,37,6,57,1
9,3,1,8,4,28,28,55,1
7,3,1,15,4,13,28,7,2
4,1,1,18,4,29,26,41,1
0,3,1,6,3,9,29,28,0
26,3,2,8,0,61,29,30,1
11,3,1,9,4,17,26,40,2
4,3,2,9,4,41,29,50,1
13,2,2,18,4,0,29,57,2
10,3,2,15,4,48,29,0,2
7,3,2,18,4,57,29,50,2
32,4,2,6,4,9,29,28,1
0,3,1,8,4,37,21,43,1
4,3,2,10,4,39,19,29,2
4,3,1,9,4,53,22,20,1
4,3,2,18,0,0,29,48,1
4,3,1,18,4,1,29,1,0
4,3,1,15,0,54,27,28,1
9,3,3,16,0,12,17,24,2
7,3,1,18,4,19,29,18,1
4,2,5,10,4,34,7,20,2
4,3,3,15,4,37,27,30,0
20,3,1,8,4,12,29,28,2
9,3,1,8,4,41,29,57,2
14,4,1,15,4,42,22,41,1
0,3,1,15,4,33,5,39,2
1,3,1,18,4,37,20,55,1
25,3,2,13,4,38,27,41,1
4,3,1,18,4,18,29,40,0
4,3,2,9,4,4,25,51,1
33,3,1,13,4,7,30,30,1
29,3,1,4,0,41,19,50,1
7,2,5,10,4,28,19,29,2
7,1,1,9,4,65,26,31,2
1,3,2,15,4,0,29,22,1
7,3,1,9,4,0,29,12,2
1,2,4,9,4,12,26,50,2
20,0,3,9,4,9,29,28,2
4,4,3,13,4,28,29,52,1
9,2,3,8,4,9,29,28,2
33,3,1,18,4,0,29,30,1
1,4,1,9,4,57,15,50,2
4,4,1,9,4,39,29,47,1
4,3,2,9,4,12,2,20,1
4,3,2,18,4,22,29,3,1
9,2,5,9,4,7,15,28,2
11,3,5,3,4,14,29,45,1
4,3,1,18,0,12,14,20,1
20,0,3,9,4,9,29,28,2
9,1,1,9,4,3,20,2,2
32,4,1,9,4,41,29,30,1
7,3,1,9,0,65,26,31,2
4,3,2,8,4,9,27,28,0
4,3,2,9,4,29,29,10,1
7,3,3,18,4,63,29,30,2
33,4,3,8,4,37,29,21,2
0,3,1,18,4,9,29,8,0
4,2,3,10,4,25,27,41,2
1,4,3,9,4,28,23,55,2
4,3,3,18,4,31,26,2,2
1,2,3,16,4,37,5,30,2
4,3,2,15,4,34,29,18,1
8,3,1,8,4,41,16,41,2
4,2,3,9,4,0,28,6,2
4,3,5,9,0,33,29,39,2
7,4,2,15,4,57,29,52,2
33,4,3,15,4,0,29,11,1
7,3,2,3,4,34,29,48,1
4,1,1,18,4,13,18,57,1
4,4,2,10,4,17,23,3,1
32,2,8,15,4,41,29,30,2
4,3,1,9,4,1,29,41,1
4,3,2,15,4,39,2,53,1
0,3,1,9,4,12,5,20,2
27,3,1,8,3,3,23,41,2
4,3,1,9,4,0,6,27,1
0,2,5,9,4,38,1,41,2
8,3,1,13,4,41,29,20,1
7,4,1,15,0,19,29,18,1
7,3,1,18,4,0,23,28,2
33,2,5,8,4,37,29,28,2
3,3,1,9,4,12,7,23,2
7,3,1,13,4,61,29,3,2
4,3,1,18,4,41,5,53,1
4,2,3,18,4,37,25,22,2
4,3,1,6,4,56,29,43,0
27,3,1,9,4,57,20,50,1
4,4,2,16,4,10,21,23,1
16,3,2,9,4,38,14,2,1
3,2,2,9,4,0,23,57,2
4,3,1,16,4,37,14,14,1
4,3,1,15,4,37,28,30,1
9,3,1,15,4,4,26,36,2
1,3,1,16,4,60,29,30,1
28,3,1,15,4,38,14,2,1
27,3,1,18,4,54,29,50,0
4,3,1,9,4,22,14,50,1
4,3,3,9,4,54,24,28,1
7,3,1,9,4,12,13,20,2
4,3,2,9,4,22,23,0,1
4,2,3,16,4,37,23,28,2
4,4,2,16,4,0,19,29,1
4,3,2,9,0,1,29,5,1
4,3,1,18,4,24,10,48,0
7,3,1,8,0,3,26,41,2
4,3,1,9,4,54,29,18,1
7,4,5,9,4,23,29,30,2
7,4,2,18,4,41,29,50,1
7,4,4,9,4,0,29,12,2
7,4,5,18,4,0,24,8,2
33,2,3,9,4,37,29,28,2
11,3,1,3,0,41,28,30,2
4,2,5,18,4,37,24,1,2
7,4,2,18,4,49,5,5,2
0,3,1,9,0,29,29,29,2
4,1,1,9,2,29,24,41,0
4,3,5,18,4,34,29,47,2
9,3,1,8,4,5,29,48,1
9,3,4,13,4,0,15,15,1
4,4,1,18,4,41,29,57,1
9,3,1,15,4,59,29,30,2
1,3,1,8,4,41,29,47,1
4,3,1,8,0,15,24,21,0
4,3,3,9,4,10,29,23,1
8,3,1,3,4,41,29,29,1
4,4,2,9,4,57,29,30,1
9,3,3,9,4,41,29,46,2
4,0,7,9,4,0,15,3,2
7,1,1,6,4,39,20,7,1
4,1,1,18,4,28,16,2,1
4,3,1,18,4,52,15,38,0
33,4,2,9,4,7,2,30,2
0,3,2,11,4,12,4,10,2
9,3,2,15,4,34,29,23,1
4,3,2,18,4,41,27,57,0
3,3,1,9,0,42,25,20,1
13,4,5,9,4,22,29,45,2
4,3,2,9,4,39,29,55,1
20,3,5,8,4,12,29,28,2
7,3,2,16,4,39,19,29,2
4,1,1,8,4,53,29,42,0
4,2,3,9,4,35,29,50,2
4,3,1,9,0,26,7,39,0
13,3,2,8,4,37,28,18,1
8,4,5,18,4,21,29,57,2
7,2,3,18,4,41,29,18,2
4,3,1,18,4,34,29,57,1
4,3,4,15,4,12,29,20,2
7,4,3,9,4,32,29,29,2
4,3,3,10,4,37,19,29,2
7,1,1,6,4,14,2,22,1
4,3,3,9,4,12,21,43,1
13,3,5,9,0,66,21,29,2
4,4,2,14,4,37,29,57,2
7,4,2,10,0,7,29,21,1
9,3,1,8,0,34,29,50,0
4,3,2,15,4,14,24,53,1
4,2,4,18,4,34,23,53,2
4,3,1,6,4,9,20,28,0
4,3,3,16,4,7,29,21,1
4,3,1,18,4,37,5,2,0
4,3,1,15,4,34,29,50,0
4,3,5,10,4,10,8,18,2
7,3,1,13,4,39,29,29,1
4,3,2,13,4,28,29,18,1
20,0,2,8,4,57,29,28,2
4,3,1,3,4,28,29,50,0
7,2,5,18,4,9,22,22,2
23,3,2,8,4,24,29,21,1
7,3,2,9,4,56,27,47,2
7,2,2,9,4,34,29,18,2
9,3,1,18,4,41,29,28,1
9,3,2,10,4,57,19,29,2
7,3,1,18,4,0,29,30,2
4,1,1,18,4,35,8,8,0
4,3,4,16,4,37,13,39,2
31,3,1,3,4,15,28,4,1
9,3,5,8,0,59,29,37,2
10,3,1,18,0,10,25,3,1
4,3,2,9,4,28,29,24,1
4,3,1,8,4,52,29,30,1
4,3,2,9,4,48,11,0,1
4,3,2,15,4,31,29,29,1
7,3,1,9,4,38,26,41,2
10,3,2,15,4,48,29,30,2
4,3,1,18,4,10,29,55,1
4,3,1,15,5,37,28,39,0
4,2,5,18,4,1,29,30,2
4,2,5,18,4,40,29,21,2
1,3,3,15,4,7,9,21,1
4,3,1,8,4,12,29,20,1
9,3,2,15,4,7,26,21,1
9,2,8,9,4,57,28,36,2
20,0,5,8,4,0,29,28,2
33,2,1,15,4,54,29,50,1
4,3,1,18,4,13,29,41,1
33,1,1,15,4,0,29,20,1
20,3,1,8,3,34,29,18,1
7,3,1,18,3,3,6,41,2
2,1,1,3,0,3,16,41,1
4,3,3,9,4,12,14,20,2
4,4,2,18,4,41,26,19,0
1,3,3,5,0,39,27,12,1
4,3,3,9,4,12,15,20,1
28,4,2,15,0,41,26,24,2
4,1,1,15,4,56,4,57,1
4,3,1,18,0,12,29,50,1
4,3,2,18,4,37,29,40,1
4,3,1,10,4,56,28,45,2
4,3,1,9,4,34,26,57,1
4,3,2,15,4,10,29,0,1
4,3,3,16,0,12,9,20,1
13,3,1,8,4,41,21,19,2
1,3,1,8,4,63,19,57,2
4,3,3,15,4,1,29,0,0
1,3,1,8,4,37,29,40,1
4,2,5,18,4,57,29,30,2
7,2,3,9,4,37,29,50,2
4,3,1,9,4,1,29,1,0
3,3,1,3,4,54,29,44,1
1,3,1,9,4,40,29,57,1
4,3,3,16,4,38,1,2,2
7,3,1,9,4,23,28,7,2
9,2,1,18,4,55,22,30,2
4,2,2,18,4,35,28,50,2
4,2,5,9,4,4,29,36,1
29,3,1,3,0,62,29,29,1
4,4,5,18,4,40,30,19,2
4,3,1,18,4,40,30,30,1
4,3,1,10,4,12,29,29,1
4,3,1,8,4,41,21,50,1
9,4,2,9,4,41,29,50,1
8,2,5,15,4,37,15,12,2
4,3,3,18,4,22,29,30,1
4,1,1,9,4,37,26,20,1
20,4,1,9,4,9,29,28,1
33,3,1,18,4,30,29,28,1
1,4,2,15,4,35,29,24,2
4,1,1,3,4,28,29,55,0
4,3,1,15,4,42,14,2,0
4,1,1,8,4,35,3,22,2
9,3,1,18,4,14,25,0,2
9,3,1,8,4,54,1,57,2
4,3,2,13,4,41,29,50,1
0,3,2,18,4,12,28,36,1
4,2,7,11,4,1,5,29,2
4,3,3,15,4,34,29,50,1
4,3,2,15,4,57,29,30,0
9,3,1,15,4,54,30,30,2
4,4,2,9,4,42,29,20,1
7,4,6,6,4,16,18,43,2
30,3,2,15,4,38,27,41,0
20,3,5,8,4,12,29,28,2
4,4,3,9,4,34,29,40,2
29,3,1,8,4,41,21,19,2
4,2,5,10,4,41,29,47,1
4,4,1,6,4,9,29,28,0
4,3,5,15,4,12,21,3,2
0,3,1,3,4,9,29,28,0
7,3,1,16,0,41,15,50,2
32,2,1,9,0,41,19,20,2
4,3,1,9,4,34,9,22,1
9,3,2,18,4,53,29,52,1
0,3,1,9,0,34,16,3,1
2,3,1,16,4,41,3,1,2
4,2,2,8,4,42,29,9,1
10,3,1,8,3,34,4,30,1
4,3,3,9,4,35,8,29,1
9,3,5,9,4,0,2,28,2
4,1,1,6,4,14,2,3,1
1,3,1,18,4,35,29,50,2
0,3,2,9,4,41,29,47,2
7,3,1,8,4,41,24,0,2
7,3,1,9,4,38,26,41,2
4,3,2,9,4,39,29,30,1
8,4,4,9,4,1,29,55,2
9,4,1,15,4,18,29,30,2
4,3,5,9,4,12,18,23,2
2,3,1,16,4,41,3,1,2
4,3,3,9,4,52,29,47,2
4,3,1,15,4,40,29,30,0
7,2,12,9,4,57,28,3,2
32,3,2,15,4,38,27,41,0
4,4,2,15,4,0,29,30,1
9,3,1,18,4,41,1,57,2
7,3,1,8,4,41,29,30,2
7,4,2,15,4,28,28,55,2
10,3,2,15,4,7,29,0,2
9,2,5,18,4,58,6,15,2
4,3,2,9,0,12,23,7,1
11,3,1,3,4,62,27,53,0
9,3,2,18,4,30,29,24,2
4,3,2,8,4,41,28,7,0
0,3,2,15,4,38,27,41,1
17,3,1,3,0,5,29,24,1
11,4,3,13,0,65,29,55,2
7,2,3,10,4,48,29,30,2
1,4,3,8,4,41,29,21,2
4,4,1,8,4,26,14,20,1
33,3,4,8,4,30,20,40,2
4,4,2,9,4,66,29,57,2
9,3,1,18,4,1,2,1,2
32,2,7,15,0,25,2,16,2
20,0,2,8,4,57,29,28,2
4,2,4,9,4,41,29,29,2
4,1,1,18,4,9,29,21,0
4,3,2,9,0,2,19,57,2
9,3,1,3,4,9,29,28,1
20,3,3,8,4,12,29,28,1
8,1,1,15,4,38,7,2,1
7,2,2,10,4,19,29,18,2
32,4,1,8,4,41,16,41,1
0,4,5,9,4,39,22,12,2
4,3,3,8,0,41,27,3,0
4,4,2,3,4,9,29,28,0
9,3,2,15,4,12,26,20,2
4,3,1,8,0,42,24,2,0
4,2,1,8,4,42,29,24,0
9,4,7,10,4,0,23,47,2
4,3,1,9,4,34,24,40,1
4,3,1,8,4,0,29,57,1
3,4,2,3,0,41,29,30,2
4,3,2,9,4,37,29,57,1
4,3,3,13,0,57,26,30,1
4,2,3,18,4,39,15,20,1
4,1,1,9,2,12,22,41,0
4,3,2,15,4,56,29,57,1
25,3,2,9,4,37,17,47,2
4,3,2,16,4,39,19,29,1
4,2,2,8,5,41,29,50,1
4,3,3,18,4,0,28,5,1
13,3,2,18,0,41,26,43,1
4,2,5,9,4,41,25,41,2
9,3,3,3,4,39,4,51,2
4,2,10,13,4,9,22,28,2
9,3,1,8,4,41,16,41,2
1,3,1,8,4,41,29,47,1
33,2,5,8,4,37,29,28,2
4,3,1,9,4,53,29,43,1
4,4,3,16,4,34,29,39,2
4,4,2,15,4,34,13,34,1
7,3,1,18,4,12,29,20,2
9,3,1,4,4,41,7,50,1
4,1,1,15,4,4,29,30,0
4,3,3,18,4,9,29,28,1
7,3,1,15,4,34,30,20,2
4,3,2,9,4,54,12,50,1
8,2,5,9,4,28,28,47,2
4,2,3,16,4,37,29,2,2
7,3,2,15,4,54,16,35,2
4,4,3,9,0,60,29,30,0
4,4,2,10,4,39,19,29,1
1,3,2,8,0,15,29,57,1
7,3,1,13,4,56,29,43,2
4,4,2,9,4,32,26,13,1
9,3,2,15,4,56,29,21,1
16,3,1,3,0,41,29,21,1
1,3,2,6,4,22,29,36,1
4,3,3,8,4,24,29,57,0
4,4,5,15,4,41,28,57,1
4,2,5,9,4,37,25,29,2
4,3,1,9,0,12,27,23,1
9,4,2,9,4,5,21,48,2
4,3,1,8,4,12,4,20,1
4,2,5,9,4,54,20,39,2
7,3,1,13,4,35,26,30,1
0,3,1,8,4,37,21,43,1
7,2,5,18,4,0,29,48,2
22,2,5,15,4,0,23,50,2
11,3,1,9,4,17,26,40,2
10,2,2,15,4,41,29,41,2
4,3,3,10,4,12,16,20,2
7,2,10,9,4,59,29,30,2
2,1,1,3,0,3,16,41,1
7,3,1,9,4,63,29,30,2
9,2,4,9,4,21,29,0,2
15,4,2,15,0,41,26,24,1
4,3,1,15,4,12,29,20,1
4,3,3,16,4,40,19,29,2
7,1,1,6,4,61,4,5,2
4,3,3,9,4,12,30,23,2
4,1,1,8,4,1,3,22,2
4,3,1,8,0,41,29,57,0
3,4,2,3,0,41,29,30,2
28,3,1,18,4,13,4,12,2
10,3,1,15,4,38,14,2,1
4,3,2,15,4,41,29,30,1
8,3,1,9,4,66,28,30,1
4,2,5,9,4,1,25,29,2
1,3,3,9,4,0,24,39,1
4,3,7,9,4,12,30,23,2
1,4,1,9,4,41,29,30,2
7,3,2,13,4,40,8,12,2
4,4,5,18,4,9,27,28,1
4,1,3,15,4,34,29,22,1
4,3,2,9,0,22,25,9,1
7,3,1,3,4,59,29,3,1
4,3,1,9,4,52,14,20,1
4,2,5,18,4,29,29,30,2
7,3,1,8,4,35,29,50,1
1,3,1,9,4,37,27,28,1
4,3,3,8,4,42,29,57,1
4,3,1,8,4,56,29,18,1
4,3,2,18,4,12,1,20,2
33,3,2,8,4,34,29,9,1
4,3,1,15,4,56,16,5,1
26,4,5,9,4,59,25,29,2
4,1,1,3,4,56,29,51,0
1,3,3,9,0,42,28,21,2
4,3,1,18,4,53,30,8,1
4,2,5,9,4,0,28,21,2
4,3,1,10,4,33,29,20,1
8,3,1,8,4,41,16,41,2
7,4,5,8,4,61,29,21,2
7,1,1,15,0,19,29,18,1
0,3,1,9,0,33,8,39,1
4,3,2,13,4,32,20,18,0
4,3,2,8,0,41,29,37,1
22,3,1,8,4,26,12,20,1
1,3,2,9,4,22,27,24,1
4,3,1,15,4,37,30,57,1
4,4,3,9,4,32,23,29,1
4,3,3,18,4,1,30,48,1
7,2,5,9,4,21,28,30,2
33,2,5,8,4,37,29,28,2
4,3,3,9,4,0,20,50,1
4,1,1,9,4,2,30,48,1
3,3,1,18,4,55,16,22,1
4,3,1,9,4,28,17,23,1
4,2,5,18,4,37,24,1,2
4,3,1,18,4,34,1,40,1
4,3,2,15,4,37,29,55,0
6,3,1,8,4,30,29,40,0
7,3,1,13,4,57,29,28,1
4,3,2,8,4,15,26,24,1
4,4,3,18,4,38,24,1,2
4,4,3,9,4,4,29,57,1
9,3,1,8,4,34,29,40,1
4,4,2,9,4,37,24,7,1
1,4,1,15,4,39,29,26,2
4,3,2,15,0,39,28,43,1
4,1,1,15,0,41,29,30,1
20,3,2,8,4,37,27,9,1
4,3,1,18,4,39,17,23,1
30,4,3,9,4,59,28,3,1
4,3,2,15,4,13,21,50,2
4,3,2,16,0,12,15,29,2
4,2,3,18,4,9,29,48,1
4,4,2,8,4,41,28,4,1
32,3,1,4,4,42,29,41,0
15,3,2,15,4,42,27,41,0
4,4,2,18,4,59,21,3,1
4,3,1,18,4,19,28,18,0
7,3,2,13,4,40,8,12,2
4,1,1,3,0,56,28,3,0
4,3,1,18,4,57,28,30,1
4,4,2,9,4,0,29,24,1
4,1,1,15,4,0,28,30,0
4,3,1,18,4,0,29,48,1
1,3,3,3,4,42,29,43,1
7,2,1,10,4,57,23,21,2
2,4,1,9,4,56,24,30,2
7,3,1,9,4,0,7,52,2
4,3,3,9,4,57,17,29,1
9,2,2,9,0,63,29,30,2
4,4,3,16,4,34,29,57,1
4,3,1,9,4,12,14,20,1
4,3,2,9,4,0,29,21,1
4,3,2,6,4,57,3,22,2
9,3,1,8,4,53,29,8,2
4,2,5,9,4,40,26,29,2
3,4,5,9,4,24,16,20,2
4,3,2,9,4,57,14,50,1
4,3,1,16,4,39,29,4,2
7,3,1,6,0,41,29,24,2
9,3,1,15,4,37,29,41,1
4,2,8,10,4,57,29,30,2
14,4,2,3,0,7,29,30,1
9,3,1,15,4,38,14,2,2
4,3,1,15,4,37,25,57,1
1,3,1,18,4,33,27,39,2
4,2,3,10,4,40,19,29,2
4,3,2,9,4,0,11,29,1
4,3,2,8,4,42,29,40,1
1,4,1,15,0,35,29,50,1
1,3,1,9,0,64,17,30,1
4,3,1,15,4,12,4,20,1
10,3,2,15,4,48,29,0,2
32,3,1,15,4,11,22,20,1
29,3,1,4,0,41,19,50,1
8,1,1,8,4,42,29,41,1
4,2,10,10,4,57,19,29,2
4,0,5,18,4,37,7,45,2
9,3,1,8,4,37,29,2,2
11,3,1,15,4,41,3,1,1
7,2,2,15,4,37,29,24,2
4,3,2,9,4,10,3,23,1
4,4,3,3,0,9,28,28,0
20,0,3,9,4,9,29,28,2
4,3,1,3,4,35,29,55,0
4,2,2,9,0,35,30,55,1
4,1,1,3,4,9,29,28,1
7,4,1,15,4,41,18,36,2
4,2,4,9,4,4,29,36,1
4,3,3,8,4,59,29,37,1
7,3,2,18,0,56,29,46,2
33,0,5,16,4,37,29,28,2
4,2,5,9,4,12,2,20,2
4,1,1,15,2,56,28,47,0
4,3,2,15,4,42,14,21,0
7,3,1,8,4,41,29,48,2
7,3,2,18,4,34,25,30,2
4,3,1,9,4,24,1,8,1
4,1,1,15,2,41,29,20,0
4,3,3,9,4,0,7,28,1
1,3,1,8,0,56,25,48,2
1,3,2,3,4,15,20,57,1
4,3,1,13,0,56,27,50,0
1,3,2,18,0,57,29,30,1
4,3,2,9,4,4,26,57,1
25,1,1,15,4,38,7,2,1
4,3,1,18,4,12,24,20,2
4,3,2,3,4,9,5,28,0
33,3,1,4,4,35,29,50,1
4,3,2,15,4,18,29,40,0
4,3,1,18,4,56,27,50,1
7,4,1,9,4,12,22,30,2
3,3,2,18,4,42,30,18,1
7,2,10,10,4,29,29,30,2
7,1,1,9,4,10,28,20,2
4,3,1,15,4,54,29,57,1
4,3,1,18,4,15,29,21,0
4,3,3,9,4,12,29,30,2
4,2,3,9,4,10,30,41,2
4,3,3,15,0,37,12,50,1
4,2,4,9,4,12,22,41,2
4,3,2,9,4,1,27,1,1
7,3,1,18,0,59,29,21,2
7,3,3,9,4,3,22,41,2
8,3,1,18,0,12,29,50,2
4,3,1,9,0,38,29,41,1
2,3,1,16,4,41,3,1,2
4,3,1,18,4,42,29,18,1
9,3,3,6,4,39,29,30,2
8,3,1,8,4,56,29,21,1
4,3,1,8,4,30,15,18,0
4,3,3,18,4,26,27,3,0
8,3,1,15,4,50,28,30,1
4,3,1,9,4,54,28,33,0
27,3,3,18,4,0,29,57,1
4,3,1,9,4,34,12,57,1
4,0,10,18,4,1,29,30,2
4,2,3,9,4,28,24,55,2
7,4,5,15,4,7,27,30,2
4,3,2,18,4,41,24,28,0
4,3,1,15,0,0,29,55,1
4,3,2,13,4,0,29,20,1
4,3,2,15,4,38,27,41,0
4,4,3,9,4,41,1,40,1
8,2,3,18,4,21,29,30,2
30,0,5,10,4,41,29,28,2
7,1,1,18,3,41,29,57,2
4,3,1,13,4,19,25,18,0
7,3,5,3,4,15,29,48,2
4,4,3,10,0,0,9,57,1
4,2,3,1,4,57,29,30,2
8,3,1,13,4,39,29,29,1
4,3,1,9,4,12,20,23,2
4,3,2,18,4,0,29,57,0
9,3,2,13,4,9,27,28,2
7,3,2,16,4,57,19,29,2
4,2,3,9,4,49,17,57,2
20,0,5,8,4,57,29,28,2
4,3,2,9,4,10,24,41,1
4,3,2,15,4,53,29,24,1
4,2,3,9,4,12,27,22,2
9,3,1,18,3,13,29,30,2
4,3,3,15,4,37,27,30,0
7,3,1,15,4,59,13,5,2
4,3,1,6,8,41,28,30,0
4,3,3,16,4,10,19,29,2
4,3,2,15,0,12,21,23,1
21,4,2,3,4,41,29,35,1
4,3,1,8,4,42,14,12,1
1,3,2,15,4,34,4,50,2
12,4,3,9,4,48,26,0,2
33,3,2,8,4,56,29,55,1
7,3,1,9,4,57,29,34,2
27,3,1,9,4,7,29,53,2
33,3,2,8,4,36,29,28,1
1,2,3,18,0,14,21,9,2
9,3,2,15,4,0,26,50,2
3,3,1,18,4,3,29,41,2
23,2,3,8,4,9,29,30,2
4,3,3,9,4,37,14,18,1
4,3,2,3,4,52,29,40,1
7,2,2,15,4,28,7,53,2
0,3,3,18,4,54,29,51,1
28,4,1,9,4,43,17,41,1
4,3,2,8,4,23,14,42,0
8,3,2,9,4,57,20,4,1
1,3,2,9,4,21,5,30,1
11,3,1,18,4,52,9,47,1
4,4,3,9,4,0,29,18,2
4,2,3,18,4,37,24,57,2
7,3,1,3,0,37,29,48,1
4,3,2,9,4,54,20,35,1
4,4,10,10,4,55,29,30,2
4,3,2,9,4,12,1,50,1
7,3,1,15,4,12,22,43,2
8,2,2,9,4,26,17,29,2
4,1,1,15,4,54,29,24,1
4,4,3,18,4,2,25,57,1
0,3,2,9,4,12,5,20,2
4,3,1,18,0,42,29,43,1
0,1,1,8,4,38,7,2,1
4,1,1,13,4,19,27,18,0
4,3,3,16,0,12,15,29,2
1,3,2,15,4,28,16,0,2
4,3,1,3,4,9,29,28,0
7,3,2,18,0,14,29,37,1
33,3,1,16,4,40,29,5,2
20,4,3,8,4,34,29,28,2
1,3,1,9,4,64,10,40,1
9,4,2,9,0,37,12,7,2
7,3,2,15,4,18,29,30,2
9,3,1,15,4,42,29,30,2
4,4,3,9,4,41,29,17,0
1,3,1,13,4,37,29,24,1
7,3,1,9,4,37,23,41,2
4,3,1,13,4,54,29,50,1
4,1,1,8,4,1,3,22,2
9,3,2,3,4,24,27,28,2
4,2,5,9,4,0,29,30,2
4,4,3,16,4,12,29,30,2
7,3,1,13,0,37,28,30,2
4,4,2,10,4,12,26,19,1
4,2,2,3,0,41,18,28,1
4,3,2,9,4,57,24,23,1
4,3,4,10,4,12,19,29,2
7,3,3,9,4,66,29,52,2
26,3,1,8,4,42,28,4,1
4,4,2,16,4,66,29,45,1
9,1,1,9,4,21,22,30,2
4,3,2,16,4,56,22,20,1
4,4,1,16,4,8,20,29,1
27,3,1,8,4,41,28,4,1
7,1,1,15,4,12,4,5,2
9,3,1,9,4,23,29,30,1
14,3,2,10,0,0,29,30,2
3,3,1,15,4,12,1,23,2
4,4,2,9,0,22,29,23,2
4,4,2,15,4,57,29,28,1
4,3,1,18,4,41,20,52,1
4,3,1,18,4,12,24,20,2
32,3,2,15,4,38,27,41,1
4,2,1,15,4,40,27,19,2
4,1,1,8,4,1,3,22,2
4,3,1,15,4,12,20,23,2
4,2,5,9,4,0,18,7,1
10,1,1,9,4,38,26,41,2
4,3,2,15,4,0,29,50,1
9,3,2,13,0,41,29,18,2
9,3,1,18,4,24,28,57,2
4,3,3,3,4,54,29,8,1
4,3,1,9,4,12,29,23,2
